# Simulation 5 (Up to date)
# 355 data points written for 49 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
50.928,51.763,-6.9925,0.0025156,6.9937,0.031527,-16.871,0.016511,16.871,179.94,2.234,0.031427,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020559,501531,0,3.6698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5208e-4,NaN,NaN,2.2414,14.641,1006.8,340.17,0.5,0.084163
51.428,48.268,-6.9899,0.0050214,6.9945,0.23838,-17.958,0.016455,17.958,179.95,2.1149,0.23833,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020561,501719,0,3.6718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5271e-4,NaN,NaN,2.0646,14.664,1007.2,340.19,0.5,0.084228
51.928,44.772,-6.9908,-0.0016333,6.99,0.03747,-19.011,0.0164,19.011,179.95,2.0961,0.037434,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020547,501528,0,3.6683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4661e-4,NaN,NaN,2.0888,14.686,1007.6,340.2,0.5,0.084297
52.428,41.278,-6.9864,0.008701,6.9943,0.31159,-20.02,0.016347,20.02,179.95,1.9404,0.31146,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020559,501968,0,3.674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4582e-4,NaN,NaN,1.8746,14.709,1008,340.21,0.5,0.084362
52.928,37.785,-6.9877,-0.0026332,6.9883,0.22642,-20.962,0.016296,20.962,179.96,1.8272,0.2264,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.02054,501670,0,3.6689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.382e-4,NaN,NaN,1.7795,14.732,1008.4,340.23,0.5,0.084439
53.428,34.291,-6.9868,0.0019099,6.9879,0.073695,-21.866,0.016248,21.866,179.96,1.7904,0.07367,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020538,501778,0,3.6697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3351e-4,NaN,NaN,1.7753,14.754,1008.8,340.24,0.5,0.084522
53.928,30.798,-6.9846,0.0043894,6.9884,0.20857,-22.787,0.016202,22.787,179.96,1.8946,0.20853,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020539,501943,0,3.6714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3187e-4,NaN,NaN,1.9397,14.777,1009.2,340.25,0.5,0.084587
54.428,27.306,-6.9836,0.0019862,6.9866,0.23265,-23.764,0.016156,23.764,179.96,2.011,0.23264,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020533,501946,0,3.6707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3598e-4,NaN,NaN,2.0612,14.8,1009.6,340.27,0.5,0.084651
54.928,23.814,-6.9831,0.001046,6.9846,0.16613,-24.79,0.016108,24.79,179.96,2.094,0.16613,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020526,501937,0,3.6698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4101e-4,NaN,NaN,2.1301,14.823,1010,340.28,0.5,0.084714
55.428,20.323,-6.9824,0.0014049,6.9831,0.031097,-25.841,0.016058,25.841,179.96,2.1096,0.031065,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020521,501962,0,3.6694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4479e-4,NaN,NaN,2.1168,14.845,1010.5,340.3,0.5,0.084778
55.928,16.832,-6.9811,0.0025779,6.9824,0.013673,-26.894,0.016006,26.894,179.97,2.1028,0.013428,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020518,502041,0,3.6699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4544e-4,NaN,NaN,2.1006,14.868,1010.9,340.31,0.5,0.084841
56.428,13.343,-6.9771,0.0079541,6.9852,0.33881,-27.903,0.015954,27.903,179.97,1.9335,0.33872,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020525,502379,0,3.6741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4496e-4,NaN,NaN,1.8622,14.891,1011.3,340.32,0.5,0.084906
56.928,9.8538,-6.9787,-0.0032385,6.979,0.22587,-28.898,0.015903,28.898,179.97,2.0464,0.22584,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020506,502061,0,3.6687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3675e-4,NaN,NaN,2.0951,14.913,1011.7,340.34,0.5,0.08497
57.428,6.3649,-6.9768,0.0039151,6.9802,0.19924,-29.946,0.015854,29.946,179.97,2.146,0.1992,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020509,502280,0,3.6711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4204e-4,NaN,NaN,2.189,14.936,1012.1,340.35,0.5,0.085033
57.928,2.8771,-6.9744,0.0047818,6.9805,0.3207,-30.979,0.015802,30.979,179.97,1.9857,0.32067,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020509,502434,0,3.6727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.465e-4,NaN,NaN,1.9183,14.959,1012.5,340.36,0.5,0.085097
# Event GROUND_HIT occurred at t=58.428 seconds
# Event SIMULATION_END occurred at t=58.428 seconds
58.428,-0.61016,-6.9747,-6.9331e-4,6.9767,0.25508,-31.94,0.015751,31.94,179.97,1.8581,0.25508,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020497,502296,0,3.6699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3874e-4,NaN,NaN,1.8046,14.981,1012.9,340.38,0.5,0.085161
